Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,,Plextor,PX-128M5 128GB,520,78.1,177,https://ssd.userbenchmark.com/SpeedTest/4068/PLEXTOR-PX-128M5
SSD,CSSD-F240GBGT-BK,Corsair,Force GT 240GB,521,78.1,4125,https://ssd.userbenchmark.com/SpeedTest/1132/Corsair-Force-GT
SSD,,Samsung,SM841 2.5" 7mm 128GB,522,78,4859,https://ssd.userbenchmark.com/SpeedTest/5663/SAMSUNG-SSD-SM841-25--7mm-128GB
SSD,,Geil,Zenith A3 240GB,523,78,68,https://ssd.userbenchmark.com/SpeedTest/22706/GeIL-ZENITH-A3-240GB
SSD,,Plextor,PX-128M3P 128GB,524,77.8,229,https://ssd.userbenchmark.com/SpeedTest/3527/PLEXTOR-PX-128M3P
SSD,,Liteonit,LMT-256L9M-11 MSATA 256GB,525,77.8,2178,https://ssd.userbenchmark.com/SpeedTest/12690/LITEONIT-LMT-256L9M-11-MSATA-256GB
SSD,SH100S3/240G,Kingston,HyperX 240GB,526,77.7,502,https://ssd.userbenchmark.com/Kingston-HyperX-240GB/Rating/1327
SSD,CSSD-N240GB3-BK,Corsair,Neutron (v0) 240GB,527,77.7,368,https://ssd.userbenchmark.com/Corsair-Neutron-v0-240GB/Rating/1405
SSD,,Samsung,SM841N mSATA 256GB,528,77.7,513,https://ssd.userbenchmark.com/SpeedTest/17959/SAMSUNG-SSD-SM841N-mSATA
SSD,CT480BX200SSD1,Crucial,BX200 480GB,529,77.6,11290,https://ssd.userbenchmark.com/Crucial-BX200-480GB/Rating/3627
SSD,VTX3-25SAT3-240G,OCZ,Vertex 3 240GB,530,77.4,4893,https://ssd.userbenchmark.com/SpeedTest/2653/OCZ-VERTEX3
SSD,ASU800SS-128GT-C,Adata,Ultimate SU800 128GB,531,77.2,32167,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-128GB/Rating/3911
SSD,,Liteonit,LMT-256M6M 256GB,532,77.1,528,https://ssd.userbenchmark.com/SpeedTest/5242/LITEONIT-LMT-256M6M
SSD,SSDSC2KW240H6,Intel,540s Series 240GB,533,77.1,7812,https://ssd.userbenchmark.com/SpeedTest/125849/INTEL-SSDSC2KW240H6
SSD,R3SL240G,AMD,Radeon R3 240GB,534,77.1,4257,https://ssd.userbenchmark.com/SpeedTest/134613/R3SL240G
SSD,SSDSC2BB240G4,Intel,S3500 Series 240GB,535,77,644,https://ssd.userbenchmark.com/SpeedTest/14275/INTEL-SSDSC2BB240G4
SSD,,Apple,SD0256F 251GB,536,77,296,https://ssd.userbenchmark.com/SpeedTest/6365/APPLE-SSD-SD0256F
SSD,,PNY,SSD2SC240GD4DH08B-T 240GB,537,76.8,115,https://ssd.userbenchmark.com/SpeedTest/7546/SSD2SC240GD4DH08B-T
SSD,CT480M500SSD3,Crucial,M500 mSATA 480GB,538,76.8,390,https://ssd.userbenchmark.com/SpeedTest/5698/Crucial-CT480M500SSD3
SSD,SD7SN3Q-256G-1002,SanDisk,X300s SATA M.2 256GB,539,76.8,785,https://ssd.userbenchmark.com/SpeedTest/25276/SanDisk-SD7SN3Q256G1002
SSD,SDSSDHP-128G-G25,SanDisk,Ultra Plus 128GB,540,76.8,16709,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-128GB/Rating/1887
SSD,SSDSC2CT240A4K5,Intel,335 Series 240GB,541,76.8,4220,https://ssd.userbenchmark.com/Intel-335-Series-240GB/Rating/1942
SSD,ASX900S3-256GM-C,Adata,XPG SX900 256GB,542,76.6,6726,https://ssd.userbenchmark.com/Adata-XPG-SX900-256GB/Rating/1819
SSD,CT240M500SSD1,Crucial,M500 240GB,543,76.6,31779,https://ssd.userbenchmark.com/Crucial-M500-240GB/Rating/1551
SSD,,Patriot,Blast 240GB,544,76.5,5061,https://ssd.userbenchmark.com/SpeedTest/33423/Patriot-Blast
SSD,ASU635SS-960GQ-R,Adata,SU635 960GB,545,76.5,1560,https://ssd.userbenchmark.com/SpeedTest/802076/ADATA-SU635
SSD,MKNSSDTR240GB,Mushkin,Triactor 240GB,546,76.4,461,https://ssd.userbenchmark.com/SpeedTest/76610/MKNSSDTR240GB
SSD,PPSE240GS25SSDR,Patriot,Pyro SE 240GB,547,76.4,49,https://ssd.userbenchmark.com/SpeedTest/15337/Patriot-Pyro-SE
SSD,,Toshiba,THNSNH128GCST 128GB,548,76.3,1729,https://ssd.userbenchmark.com/SpeedTest/5795/TOSHIBA-THNSNH128GCST
SSD,TS256GMSA370,Transcend,MSA370 mSATA 256GB,549,76.2,211,https://ssd.userbenchmark.com/SpeedTest/16272/TS256GMSA370
SSD,,Samsung,SM841 mSATA 128GB,550,76.2,865,https://ssd.userbenchmark.com/SpeedTest/6657/SAMSUNG-SSD-SM841-mSATA-128GB
SSD,CT120BX100SSD1,Crucial,BX100 120GB,551,76.2,6931,https://ssd.userbenchmark.com/Crucial-BX100-120GB/Rating/3489
SSD,,Liteonit,LMT-128L9M-11 MSATA 128GB,552,76.2,544,https://ssd.userbenchmark.com/SpeedTest/12669/LITEONIT-LMT-128L9M-11-MSATA-128GB
SSD,SDSSDX-240G-G25,SanDisk,Extreme 240GB,553,76.2,7034,https://ssd.userbenchmark.com/SanDisk-Extreme-240GB/Rating/1328
SSD,SSDSC2KW128G8,Intel,545s Series 128GB,554,76.1,2701,https://ssd.userbenchmark.com/SpeedTest/372338/INTEL-SSDSC2KW128G8
SSD,CT240BX200SSD1,Crucial,BX200 240GB,555,76.1,36559,https://ssd.userbenchmark.com/Crucial-BX200-240GB/Rating/3626
SSD,SDSSDHII-120G-G25,SanDisk,Ultra II 120GB,556,76,9139,https://ssd.userbenchmark.com/SanDisk-Ultra-II-120GB/Rating/3486
SSD,SD8SB8U-256G-1122,SanDisk,X400 256GB,557,76,2279,https://ssd.userbenchmark.com/SpeedTest/81834/SanDisk-SD8SB8U256G1122
SSD,CT128MX100SSD1,Crucial,MX100 128GB,558,75.9,9892,https://ssd.userbenchmark.com/Crucial-MX100-128GB/Rating/2618
SSD,SD7SB6S-128G-1122,SanDisk,X300 128GB,559,75.9,2748,https://ssd.userbenchmark.com/SpeedTest/20791/SanDisk-SD7SB6S128G1122
SSD,,Samsung,MZNTE512HMJH-000SO 512GB,560,75.8,348,https://ssd.userbenchmark.com/SpeedTest/7215/SAMSUNG-MZNTE512HMJH-000SO
SSD,SSDSC2BW240A4,Intel,530 Series 240GB,561,75.7,16872,https://ssd.userbenchmark.com/SpeedTest/3104/INTEL-SSDSC2BW240A4
SSD,,Liteonit,LCT-256M3S 2.5 7mm 256GB,562,75.7,2208,https://ssd.userbenchmark.com/SpeedTest/2666/LITEONIT-LCT-256M3S-25-7mm-256GB
SSD,ST120HM000,Seagate,600 120GB,563,75.6,655,https://ssd.userbenchmark.com/Seagate-600-120GB/Rating/1891
SSD,ASP550SS3-120GM-C,Adata,Premier SP550 120GB,564,75.6,22057,https://ssd.userbenchmark.com/Adata-Premier-SP550-120GB/Rating/3622
SSD,THNSNJ128G8NU,Toshiba,HG6 SATA M.2 128GB,565,75.5,5880,https://ssd.userbenchmark.com/SpeedTest/14053/TOSHIBA-THNSNJ128G8NU
SSD,SD6SN1M-256G,SanDisk,X110 SATA M.2 256GB,566,75.5,2150,https://ssd.userbenchmark.com/SpeedTest/10522/SanDisk-SD6SN1M-256G-1006
SSD,VTX450-25SAT3-128G,OCZ,Vertex 450 128GB,567,75.5,1040,https://ssd.userbenchmark.com/OCZ-Vertex-450-128GB/Rating/1896
SSD,,Liteonit,LAT-256M3S 256GB,568,75.4,575,https://ssd.userbenchmark.com/SpeedTest/9087/LITEONIT-LAT-256M3S
SSD,CSSD-P128GBP-BK,Corsair,Performance Pro 128GB,569,75.4,268,https://ssd.userbenchmark.com/SpeedTest/5273/Corsair-Performance-Pro
SSD,,Liteonit,LCM-256M3S 256GB,570,75.3,782,https://ssd.userbenchmark.com/SpeedTest/5988/LITEONIT-LCM-256M3S
SSD,,Toshiba,THNSNS120GBSP 120GB,571,75.3,90,https://ssd.userbenchmark.com/SpeedTest/7190/TOSHIBA-THNSNS120GBSP
SSD,VTX3MI-25SAT3-240G,OCZ,Vertex 3 MAX IOPS 240GB,572,75.2,1284,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376
SSD,SSD7CS1311-120-RB,PNY,CS1311 120GB,573,75.1,12393,https://ssd.userbenchmark.com/PNY-CS1311-120GB/Rating/3614
SSD,,Samsung,MZ7TE512HMHP-000 512GB,574,75,3033,https://ssd.userbenchmark.com/SpeedTest/10608/SAMSUNG-MZ7TE512HMHP-000
SSD,HDTS724XZSTA,Toshiba,Q300 240GB,575,74.9,5005,https://ssd.userbenchmark.com/SpeedTest/35974/TOSHIBA-Q300
SSD,HDTS724EZSTA,Toshiba,Q300 240GB,575,74.9,5005,https://ssd.userbenchmark.com/SpeedTest/35974/TOSHIBA-Q300
SSD,THNSNJ256GMCU,Toshiba,HG6 mSATA 256GB,576,74.9,1754,https://ssd.userbenchmark.com/SpeedTest/10622/TOSHIBA-THNSNJ256GMCU
SSD,TS256GSSD320,Transcend,SSD320 256GB,577,74.9,137,https://ssd.userbenchmark.com/SpeedTest/3357/TS256GSSD320
SSD,R3SL480G,AMD,Radeon R3 480GB,578,74.8,522,https://ssd.userbenchmark.com/SpeedTest/134345/R3SL480G
SSD,SD7SB3Q-128G-1002,SanDisk,X300s Non-Secure 128GB,579,74.8,1499,https://ssd.userbenchmark.com/SpeedTest/21087/SanDisk-SD7SB3Q128G1002
SSD,PX-128M5M,Plextor,M5M mSATA 128GB,580,74.8,583,https://ssd.userbenchmark.com/SpeedTest/5214/PLEXTOR-PX-128M5M
SSD,RVD3X2-FHPX4-240G,OCZ,RevoDrive 3 X2 PCIe 240GB,581,74.7,1088,https://ssd.userbenchmark.com/SpeedTest/6546/OCZ-REVODRIVE3-X2
SSD,MKNSSDCR240GB-DX,Mushkin,Chronos Deluxe 240GB,582,74.7,1826,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820
SSD,VTX3-25SAT3-256G,OCZ,Vertex 3 256GB,583,74.7,66,https://ssd.userbenchmark.com/SpeedTest/5486/OCZ-VERTEX3
SSD,PX-128M6V,Plextor,M6V 128GB,584,74.7,362,https://ssd.userbenchmark.com/SpeedTest/31385/PLEXTOR-PX-128M6V
SSD,SD7UB3Q-128G-1122,SanDisk,X300s SATA 128GB,585,74.6,177,https://ssd.userbenchmark.com/SpeedTest/17035/SanDisk-SD7UB3Q128G1122
SSD,SSDSC2CT240A3,Intel,330 Series 240GB,586,74.4,1960,https://ssd.userbenchmark.com/SpeedTest/3643/INTEL-SSDSC2CT240A3
SSD,,Geil,Zenith S3 240GB,587,74.3,81,https://ssd.userbenchmark.com/SpeedTest/15208/GeIL-ZENITH-S3-240GB
SSD,SA400S37/480G,Kingston,A400 480GB,588,74.3,237487,https://ssd.userbenchmark.com/SpeedTest/296710/KINGSTON-SA400S37480G
SSD,CSSD-F128GBGS-BK,Corsair,Force GS 128GB,589,74.3,5048,https://ssd.userbenchmark.com/SpeedTest/3191/Corsair-Force-GS
SSD,,Liteonit,LCT-256M3S-41 7mm 256GB FDE,590,74.2,294,https://ssd.userbenchmark.com/SpeedTest/5825/LITEONIT-LCT-256M3S-41-7mm-256GB-FDE
SSD,TS256GSSD720,Transcend,SD720 256GB,591,74.2,312,https://ssd.userbenchmark.com/SpeedTest/11778/TS256GSS-TS256GSSD720
SSD,THNSNH128GMCT,Toshiba,HG5d Q Series mSATA 128GB,592,74.1,741,https://ssd.userbenchmark.com/SpeedTest/3134/TOSHIBA-THNSNH128GMCT
SSD,SH103S3/120G,Kingston,HyperX 3K 120GB,593,74.1,46066,https://ssd.userbenchmark.com/Kingston-HyperX-3K-120GB/Rating/1894
SSD,SSDSC2CW120A3,Intel,520 Series 120GB,594,74,19348,https://ssd.userbenchmark.com/Intel-520-Series-120GB/Rating/1935
SSD,ASP900S3-256GM-C,Adata,SP900 256GB,595,74,9430,https://ssd.userbenchmark.com/SpeedTest/3534/ADATA-SP900
SSD,,Liteonit,L8T-128L6G-HP 128GB,596,74,473,https://ssd.userbenchmark.com/SpeedTest/4986/LITEONIT-L8T-128L6G-HP
SSD,TRN150-25SAT3-120G,OCZ,Trion 150 120GB,597,74,3507,https://ssd.userbenchmark.com/OCZ-Trion-150-120GB/Rating/3618
SSD,AS511S3-240GM-C,Adata,S511 240GB,598,73.7,59,https://ssd.userbenchmark.com/SpeedTest/2462/ADATA-SS-D-S511-240GB
SSD,SSDSC2BW120H601,Intel,535 Series 120GB,599,73.5,5451,https://ssd.userbenchmark.com/SpeedTest/28259/INTEL-SSDSC2BW120H6
SSD,,Adata,SP600 128GB,600,73.4,8600,https://ssd.userbenchmark.com/SpeedTest/7306/ADATA-SP600
SSD,SD8SB8U-128G-1122,SanDisk,X400 128GB,601,73.4,920,https://ssd.userbenchmark.com/SpeedTest/68942/SanDisk-SD8SB8U128G1122
SSD,SSDSC2BW180H601,Intel,535 Series 180GB,602,73.4,415,https://ssd.userbenchmark.com/SpeedTest/27834/INTEL-SSDSC2BW180H6
SSD,VTX3MI-25SAT3-120G,OCZ,Vertex 3 MAX IOPS 120GB,603,73.4,3124,https://ssd.userbenchmark.com/SpeedTest/1201/OCZ-VERTEX3-MI
SSD,PX-128M3,Plextor,M3 128GB,604,73.3,702,https://ssd.userbenchmark.com/SpeedTest/1301/PLEXTOR-PX-128M3
SSD,SSD2SC240GE2DA16B-T,PNY,XLR8 Pro 240GB,605,73.3,60,https://ssd.userbenchmark.com/SpeedTest/19864/SSD2SC240GE2DA16B-T
SSD,,Samsung,MZFLV128 NVMe PCIe M.2 128GB,606,73.2,2108,https://ssd.userbenchmark.com/SpeedTest/36806/NVMe-SAMSUNG-MZFLV128
SSD,SD5SB2-128G-1006E,SanDisk,X100 128GB,607,73.2,1695,https://ssd.userbenchmark.com/SpeedTest/3767/SanDisk-SD5SB2-128G-1006E
SSD,MZ-7PC512B/WW,Samsung,830 512GB,608,73.2,1815,https://ssd.userbenchmark.com/SpeedTest/1612/SAMSUNG-SSD-830-Series
SSD,,SK,hynix SH920 2.5 256GB,609,73.1,2404,https://ssd.userbenchmark.com/SpeedTest/6594/SK--hynix-SH920-25
SSD,SD6SN1M-128G,SanDisk,X110 SATA M.2 128GB,610,73.1,770,https://ssd.userbenchmark.com/SpeedTest/9934/SanDisk-SD6SN1M128G1002
SSD,PX-128M5S,Plextor,M5S 128GB,611,73,5727,https://ssd.userbenchmark.com/Plextor-M5S-128GB/Rating/2261
SSD,CSSD-F180GBGS-BK,Corsair,Force GS 180GB,612,73,623,https://ssd.userbenchmark.com/SpeedTest/1010/Corsair-Force-GS
SSD,SSD7CS900-240-RB,PNY,CS900 240GB,613,72.9,61417,https://ssd.userbenchmark.com/SpeedTest/180142/PNY-CS900-240GB-SSD
SSD,GP-GSTFS31240GNTD,Gigabyte,SSD 240GB,614,72.9,20238,https://ssd.userbenchmark.com/SpeedTest/554572/GIGABYTE-GP-GSTFS31240GNTD
SSD,SD6SF1M-256G-1022,SanDisk,X110 mSATA 256GB,615,72.9,304,https://ssd.userbenchmark.com/SpeedTest/10872/SanDisk-SD6SF1M256G1022
SSD,SUV400S37/480G,Kingston,SSDNow UV400 480GB,616,72.8,24007,https://ssd.userbenchmark.com/SpeedTest/138433/KINGSTON-SUV400S37480G
SSD,SSDMCEAC240B301,Intel,525 Series mSATA 240GB,617,72.8,119,https://ssd.userbenchmark.com/Intel-525-Series-mSATA-240GB/Rating/1509
SSD,,SK,hynix SH920 2.5 128GB,618,72.8,854,https://ssd.userbenchmark.com/SpeedTest/12032/SK--hynix-SH920-25
SSD,SSDSC2CT180A4K5,Intel,335 Series 180GB,619,72.8,2872,https://ssd.userbenchmark.com/SpeedTest/1641/INTEL-SSDSC2CT180A4
SSD,,Samsung,SM841N mSATA 512GB,620,72.8,375,https://ssd.userbenchmark.com/SpeedTest/11367/SAMSUNG-SSD-SM841N-mSATA
SSD,,Samsung,SM841 mSATA 512GB,621,72.8,519,https://ssd.userbenchmark.com/SpeedTest/4000/SAMSUNG-SSD-SM841-mSATA-512GB
SSD,,Liteonit,LMT-256M6M mSATA 256GB,622,72.7,4013,https://ssd.userbenchmark.com/SpeedTest/2486/LITEONIT-LMT-256M6M-mSATA-256GB
SSD,,Team,XS3 SSD 240GB,623,72.4,22,https://ssd.userbenchmark.com/SpeedTest/8108/TEAM-XS3-SSD
SSD,SD6SP1M-128G-1012,SanDisk,X110 SATA M.2 128GB,624,72.4,1324,https://ssd.userbenchmark.com/SpeedTest/20731/SanDisk-SD6SP1M128G1012
SSD,AGT4-25SAT3-256G,OCZ,Agility 4 256GB,625,72.3,1416,https://ssd.userbenchmark.com/OCZ-Agility-4-256GB/Rating/1606
SSD,,Samsung,MZMTE512HMHP-00000 512GB,626,72.3,360,https://ssd.userbenchmark.com/SpeedTest/5246/SAMSUNG-MZMTE512HMHP-00000
SSD,R3SL120G,AMD,Radeon R3 120GB,627,72.3,3248,https://ssd.userbenchmark.com/SpeedTest/124132/R3SL120G
SSD,,,INTENSO 256GB,628,72.1,4055,https://ssd.userbenchmark.com/SpeedTest/6851/INTENSO
SSD,,Plextor,PX-128M2P 128GB,629,72,77,https://ssd.userbenchmark.com/SpeedTest/6634/PLEXTOR--PX-128M2P
SSD,SD8SBAT-256G-1122,SanDisk,Z400s 256GB,630,72,10770,https://ssd.userbenchmark.com/SpeedTest/34116/SanDisk-SD8SBAT256G1122
SSD,MZ-7PC256B/WW,Samsung,830 256GB,631,71.8,25763,https://ssd.userbenchmark.com/Samsung-830-256GB/Rating/1387
SSD,VTX4-25SAT3-64G,OCZ,Vertex 4 64GB,632,71.8,525,https://ssd.userbenchmark.com/SpeedTest/1650/OCZ-VERT-OCZ-VERTEX4
SSD,SVP200S3/240G,Kingston,SSDNow V+200 240GB,633,71.8,568,https://ssd.userbenchmark.com/Kingston-SSDNow-V-200-240GB/Rating/1445
SSD,,Toshiba,THNSNH256G8NT 256GB,634,71.8,345,https://ssd.userbenchmark.com/SpeedTest/12184/TOSHIBA-THNSNH256G8NT
SSD,,Samsung,SM841N mSATA 128GB,635,71.8,75,https://ssd.userbenchmark.com/SpeedTest/13601/SAMSUNG-SSD-SM841N-mSATA
SSD,MKNSSDCR240GB,Mushkin,Chronos 240GB,636,71.7,690,https://ssd.userbenchmark.com/Mushkin-Chronos-240GB/Rating/1622
SSD,CSSD-F180GBGT-BK,Corsair,Force GT 180GB,637,71.6,889,https://ssd.userbenchmark.com/SpeedTest/1126/Corsair-Force-GT
SSD,,Liteonit,LMT-128M6M mSATA 128GB,638,71.6,1674,https://ssd.userbenchmark.com/SpeedTest/5385/LITEONIT-LMT-128M6M-mSATA-128GB
SSD,SVP200S37A120G,Kingston,SSDNow V+200 Series 120GB,639,71.6,853,https://ssd.userbenchmark.com/SpeedTest/1218/KINGSTON-SVP200S3120G
SSD,SSDSC2CW180A3,Intel,520 Series 180GB,640,71.5,14258,https://ssd.userbenchmark.com/SpeedTest/4086/INTEL-SSDSC2CW180A3
SSD,SUV400S37/240G,Kingston,SSDNow UV400 240GB,641,71.5,105079,https://ssd.userbenchmark.com/SpeedTest/137815/KINGSTON-SUV400S37240G
SSD,SKC300S37A/120G,Kingston,SSDNow KC300 120GB,642,71.5,2344,https://ssd.userbenchmark.com/Kingston-SSDNow-KC300-120GB/Rating/2264
SSD,SD6SP1M-256G-1012,SanDisk,X110 SATA M.2 256GB,643,71.4,378,https://ssd.userbenchmark.com/SpeedTest/8660/SanDisk-SD6SP1M256G1012
SSD,THNSNJ128GMCU,Toshiba,HG6 mSATA 128GB,644,71.4,3217,https://ssd.userbenchmark.com/SpeedTest/10610/TOSHIBA-THNSNJ128GMCU
SSD,SSDSC2BF240A4L,Intel,SSD Pro 1500 Series 240GB,645,71.4,4505,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,SSDSC2BF240A401,Intel,SSD Pro 1500 Series 240GB,645,71.4,4505,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,TS240GSSD220S,Transcend,SSD220 240GB,646,71.4,12548,https://ssd.userbenchmark.com/SpeedTest/129705/TS240GSSD220S
SSD,THNSNH256GMCT,Toshiba,HG5d Q Series mSATA 256GB,647,71.4,1242,https://ssd.userbenchmark.com/SpeedTest/5507/TOSHIBA-THNSNH256GMCT
SSD,CSSD-F128GBLX,Corsair,Force LX 128GB,648,71.4,1867,https://ssd.userbenchmark.com/SpeedTest/12531/CORSAIR-FORCE-LX-SSD
SSD,SD6SB1M-128G-1022I,SanDisk,X110 128GB,649,71.1,11245,https://ssd.userbenchmark.com/SpeedTest/8226/SanDisk-SD6SB1M128G1022I
SSD,,Liteonit,LMT-19nmBGA-256G-DS 256GB,650,71.1,67,https://ssd.userbenchmark.com/SpeedTest/4373/LITEONIT-LMT-19nmBGA-256G-DS
SSD,SSDSC2BW180A4,Intel,530 Series 180GB,651,71,4011,https://ssd.userbenchmark.com/SpeedTest/4282/INTEL-SSDSC2BW180A4
SSD,SD7SN3Q-128G-1002,SanDisk,X300s SATA M.2 128GB,652,71,618,https://ssd.userbenchmark.com/SpeedTest/25335/SanDisk-SD7SN3Q-128G-1006
SSD,,Liteonit,LMT-256M6M-HP 256GB,653,71,344,https://ssd.userbenchmark.com/SpeedTest/7110/LITEONIT-LMT-256M6M-HP
SSD,SKC300S37A/180G,Kingston,SSDNow KC300 180GB,654,70.9,410,https://ssd.userbenchmark.com/SpeedTest/5528/KINGSTON-SKC300S37A180G
SSD,2DP99AA#ABC,HP,S700 500GB,655,70.8,12813,https://ssd.userbenchmark.com/SpeedTest/337629/HP-SSD-S700-500GB
SSD,,SanDisk,mSATA SD5SE2256G1002E 256GB,656,70.8,860,https://ssd.userbenchmark.com/SpeedTest/3945/SanDisk-SD5SE2256G1002E
SSD,,OCZ,VERTEX2 240GB,657,70.8,5,https://ssd.userbenchmark.com/SpeedTest/127/OCZ-VERTEX2
SSD,TRN100-25SAT3-960G,OCZ,Trion 100 960GB,658,70.8,1128,https://ssd.userbenchmark.com/SpeedTest/34219/OCZ-TRION100
SSD,SHFS37A/240G,HyperX,Fury 240GB,659,70.8,27826,https://ssd.userbenchmark.com/SpeedTest/13145/KINGSTON-SHFS37A240G
SSD,TS128GSSD370,Transcend,SSD370 128GB,660,70.8,4687,https://ssd.userbenchmark.com/Transcend-SSD370-128GB/Rating/2699
SSD,,Liteonit,LMT-128M6M 128GB,661,70.7,622,https://ssd.userbenchmark.com/SpeedTest/4933/LITEONIT-LMT-128M6M
SSD,ASP610SS3-128GM-C,Adata,Premier SP610 128GB,662,70.7,819,https://ssd.userbenchmark.com/SpeedTest/13709/ADATA-SP610
SSD,ASU635SS-480GQ-R,Adata,SU635 480GB,663,70.5,5092,https://ssd.userbenchmark.com/SpeedTest/764320/ADATA-SU635
SSD,MKNSSDEC240GB,Mushkin,ECO2 240GB,664,70.4,340,https://ssd.userbenchmark.com/SpeedTest/24676/MKNSSDEC240GB
SSD,RVD3-FHPX4-240G,OCZ,RevoDrive 3 PCIe 240GB,665,70.2,224,https://ssd.userbenchmark.com/SpeedTest/1346/OCZ-REVODRIVE3
SSD,HDTS712XZSTA,Toshiba,Q300 120GB,666,70.2,1888,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,HDTS712EZSTA,Toshiba,Q300 120GB,666,70.2,1888,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,SSD7SC120GOPT-RB,PNY,Optima 120GB,667,70.1,197,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,SSD2SC120G1SA754D117,PNY,Optima 120GB,667,70.1,197,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,,SK,hynix SH920 mSATA 256GB,668,70.1,756,https://ssd.userbenchmark.com/SpeedTest/5328/SK-hynix-SH920-mSATA-256GB
SSD,CSSD-N128GB3-BK,Corsair,Neutron 128GB,669,70,711,https://ssd.userbenchmark.com/SpeedTest/5914/Corsair-Neutron-SSD
SSD,ASU650SS-240GT-C,Adata,SU650 240GB,670,70,47016,https://ssd.userbenchmark.com/SpeedTest/351933/ADATA-SU650
SSD,,Liteonit,LCT-512M3S 512GB,671,69.9,161,https://ssd.userbenchmark.com/SpeedTest/5388/LITEONIT-LCT-512M3S
SSD,,Team,L3 SSD 240GB,672,69.9,463,https://ssd.userbenchmark.com/SpeedTest/6481/TEAM-L3-SSD-240GB
SSD,GP-GSTFS31120GNTD,Gigabyte,SSD 120GB,673,69.9,13685,https://ssd.userbenchmark.com/SpeedTest/547719/GIGABYTE-GP-GSTFS31120GNTD
SSD,,OCZ,AGILITY4 128GB,674,69.7,1160,https://ssd.userbenchmark.com/SpeedTest/557/OCZ-AGILITY4
SSD,SD6SF1M-128G-1022,SanDisk,X110 mSATA 128GB,675,69.6,987,https://ssd.userbenchmark.com/SanDisk-X110-mSATA-128GB/Rating/2213
SSD,CT240M500SSD3,Crucial,M500 mSATA 240GB,676,69.6,1180,https://ssd.userbenchmark.com/SpeedTest/4823/Crucial--CT240M500SSD3
SSD,MZ-7TD250BW,Samsung,840 250GB,677,69.6,41998,https://ssd.userbenchmark.com/Samsung-840-250GB/Rating/1510
SSD,TRN100-25SAT3-480G,OCZ,Trion 100 480GB,678,69.4,1753,https://ssd.userbenchmark.com/SpeedTest/32318/OCZ-TRION100
SSD,CSSD-F120GBGT-BK,Corsair,Force GT 120GB,679,69.4,13464,https://ssd.userbenchmark.com/SpeedTest/1263/Corsair-Force-GT
SSD,SSD7CS900-120-RB,PNY,CS900 120GB,680,69.3,42924,https://ssd.userbenchmark.com/SpeedTest/175702/PNY-CS900-120GB-SSD
SSD,SDSSDHP-064-G25,SanDisk,Ultra Plus 64GB,681,69.2,1117,https://ssd.userbenchmark.com/SpeedTest/6401/SanDisk-SDSSDHP064G
SSD,TS128GMTS800,Transcend,MTS800 M.2 128GB,682,69.2,5326,https://ssd.userbenchmark.com/SpeedTest/22385/TS128GMTS800
SSD,ASU650SS-480GT-C,Adata,SU650 480GB,683,69.2,17796,https://ssd.userbenchmark.com/SpeedTest/434166/ADATA-SU650
SSD,SSDSC2BF180A4L,Intel,SSD Pro 1500 Series 180GB,684,69.1,7834,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,SSDSC2BF180A401,Intel,SSD Pro 1500 Series 180GB,684,69.1,7834,https://ssd.userbenchmark.com/SpeedTest/2904/INTEL-SSDSC2BF180A4L
SSD,,Samsung,PM851 mSATA 512GB,685,69,958,https://ssd.userbenchmark.com/SpeedTest/8717/SAMSUNG-SSD-PM851-mSATA-512GB
SSD,CT960BX500SSD1,Crucial,BX500 960GB,686,69,11103,https://ssd.userbenchmark.com/SpeedTest/666214/CT960BX500SSD1
SSD,SSDSC2KW120H6,Intel,540s Series 120GB,687,68.9,4012,https://ssd.userbenchmark.com/SpeedTest/127931/INTEL-SSDSC2KW120H6
SSD,,PNY,SSD2SC240G3LC726B104-327 240GB,688,68.8,95,https://ssd.userbenchmark.com/SpeedTest/5640/SSD2SC240G3LC726B104-327
SSD,ASP900S3-128GM-C,Adata,Premier Pro SP900 128GB,689,68.6,2820,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP900-128GB/Rating/1930
SSD,SSDSC2CT180A3,Intel,330 Series 180GB,690,68.6,5848,https://ssd.userbenchmark.com/SpeedTest/261/INTEL-SSDSC2CT180A3
